date,Trauma
2019-06-22,18.21
2019-06-23,17.92
2019-06-24,23.7
2019-06-25,23.7
2019-06-26,21.97
2019-06-27,23.41
2019-06-28,22.83
2019-06-29,17.92
2019-06-30,16.76
2019-07-01,22.83
2019-07-02,22.83
2019-07-03,22.25
2019-07-04,16.19
2019-07-05,18.5
2019-07-06,18.21
2019-07-07,18.21
2019-07-08,22.54
2019-07-09,26.01
2019-07-10,24.86
2019-07-11,23.7
2019-07-12,22.83
2019-07-13,18.79
2019-07-14,18.5
2019-07-15,23.7
2019-07-16,22.54
2019-07-17,23.7
2019-07-18,22.25
2019-07-19,21.68
2019-07-20,16.47
2019-07-21,17.63
2019-07-22,21.1
2019-07-23,23.7
2019-07-24,23.12
2019-07-25,23.41
2019-07-26,23.12
2019-07-27,18.21
2019-07-28,18.5
2019-07-29,22.83
2019-07-30,25.15
2019-07-31,24.86
2019-08-01,22.54
2019-08-02,21.68
2019-08-03,19.08
2019-08-04,19.94
2019-08-05,23.7
2019-08-06,23.41
2019-08-07,23.12
2019-08-08,23.41
2019-08-09,23.12
2019-08-10,18.21
2019-08-11,17.92
2019-08-12,23.12
2019-08-13,24.28
2019-08-14,25.72
2019-08-15,23.99
2019-08-16,22.25
2019-08-17,19.65
2019-08-18,17.92
2019-08-19,25.15
2019-08-20,25.72
2019-08-21,24.86
2019-08-22,24.28
2019-08-23,22.25
2019-08-24,18.21
2019-08-25,17.92
2019-08-26,23.99
2019-08-27,23.99
2019-08-28,25.15
2019-08-29,23.7
2019-08-30,21.68
2019-08-31,15.61
2019-09-01,18.21
2019-09-02,17.34
2019-09-03,22.54
2019-09-04,24.57
2019-09-05,25.43
2019-09-06,21.39
2019-09-07,17.34
2019-09-08,17.92
2019-09-09,24.57
2019-09-10,25.72
2019-09-11,26.88
2019-09-12,24.57
2019-09-13,21.39
2019-09-14,16.76
2019-09-15,19.65
2019-09-16,24.57
2019-09-17,26.01
2019-09-18,26.3
2019-09-19,27.46
2019-09-20,23.99
2019-09-21,19.94
2019-09-22,17.92
2019-09-23,26.3
2019-09-24,26.88
2019-09-25,27.75
2019-09-26,27.17
2019-09-27,23.7
2019-09-28,19.08
2019-09-29,18.79
2019-09-30,23.99
2019-10-01,27.75
2019-10-02,26.88
2019-10-03,28.32
2019-10-04,24.94
2019-10-05,18.47
2019-10-06,18.47
2019-10-07,25.86
2019-10-08,27.25
2019-10-09,26.79
2019-10-10,28.17
2019-10-11,25.86
2019-10-12,19.86
2019-10-13,19.86
2019-10-14,25.4
2019-10-15,27.25
2019-10-16,27.71
2019-10-17,26.79
2019-10-18,24.48
2019-10-19,19.86
2019-10-20,20.78
2019-10-21,27.25
2019-10-22,27.25
2019-10-23,29.1
2019-10-24,28.17
2019-10-25,24.94
2019-10-26,20.32
2019-10-27,18.47
2019-10-28,26.32
2019-10-29,27.25
2019-10-30,26.79
2019-10-31,24.02
2019-11-01,24.02
2019-11-02,22.17
2019-11-03,20.78
2019-11-04,29.1
2019-11-05,29.56
2019-11-06,30.48
2019-11-07,28.17
2019-11-08,25.4
2019-11-09,19.86
2019-11-10,19.4
2019-11-11,24.48
2019-11-12,27.71
2019-11-13,29.1
2019-11-14,28.63
2019-11-15,26.79
2019-11-16,21.24
2019-11-17,20.78
2019-11-18,28.17
2019-11-19,29.1
2019-11-20,29.1
2019-11-21,26.79
2019-11-22,25.86
2019-11-23,19.86
2019-11-24,20.32
2019-11-25,24.48
2019-11-26,25.4
2019-11-27,20.78
2019-11-28,14.78
2019-11-29,15.7
2019-11-30,16.16
2019-12-01,18.94
2019-12-02,23.55
2019-12-03,25.4
2019-12-04,26.32
2019-12-05,28.17
2019-12-06,25.86
2019-12-07,22.17
2019-12-08,21.24
2019-12-09,25.4
2019-12-10,26.32
2019-12-11,27.71
2019-12-12,25.4
2019-12-13,22.17
2019-12-14,19.86
2019-12-15,19.86
2019-12-16,20.78
2019-12-17,24.94
2019-12-18,22.17
2019-12-19,20.78
2019-12-20,18.94
2019-12-21,15.7
2019-12-22,15.7
2019-12-23,19.4
2019-12-24,15.7
2019-12-25,12.47
2019-12-26,16.63
2019-12-27,19.4
2019-12-28,16.16
2019-12-29,17.09
2019-12-30,20.78
2019-12-31,18.47
2020-01-01,14.78
2020-01-02,20.32
2020-01-03,20.32
2020-01-04,19.86
2020-01-05,18.01
2020-01-06,23.09
2020-01-07,24.48
2020-01-08,22.63
2020-01-09,23.55
2020-01-10,25.4
2020-01-11,19.86
2020-01-12,18.94
2020-01-13,24.02
2020-01-14,23.55
2020-01-15,24.94
2020-01-16,27.25
2020-01-17,26.32
2020-01-18,19.86
2020-01-19,20.32
2020-01-20,23.09
2020-01-21,26.79
2020-01-22,26.79
2020-01-23,26.79
2020-01-24,24.48
2020-01-25,21.71
2020-01-26,19.86
2020-01-27,27.25
2020-01-28,28.63
2020-01-29,29.56
2020-01-30,40.64
2020-01-31,46.18
2020-02-01,42.49
2020-02-02,28.63
2020-02-03,28.63
2020-02-04,35.1
2020-02-05,35.1
2020-02-06,31.41
2020-02-07,28.17
2020-02-08,24.48
2020-02-09,23.55
2020-02-10,28.17
2020-02-11,31.41
2020-02-12,34.64
2020-02-13,32.33
2020-02-14,27.71
2020-02-15,22.63
2020-02-16,23.09
2020-02-17,28.63
2020-02-18,32.33
2020-02-19,31.41
2020-02-20,28.63
2020-02-21,25.86
2020-02-22,23.55
2020-02-23,23.55
2020-02-24,28.17
2020-02-25,30.48
2020-02-26,28.63
2020-02-27,29.56
2020-02-28,25.86
2020-02-29,21.71
2020-03-01,23.09
2020-03-02,28.17
2020-03-03,26.33
2020-03-04,26.64
2020-03-05,30.62
2020-03-06,26.02
2020-03-07,20.21
2020-03-08,21.74
2020-03-09,25.1
2020-03-10,25.72
2020-03-11,25.1
2020-03-12,22.04
2020-03-13,17.14
2020-03-14,15.61
2020-03-15,15.92
2020-03-16,17.76
2020-03-17,17.45
2020-03-18,18.98
2020-03-19,18.37
2020-03-20,16.53
2020-03-21,15.31
2020-03-22,17.45
2020-03-23,18.37
2020-03-24,19.59
2020-03-25,19.9
2020-03-26,21.12
2020-03-27,21.12
2020-03-28,18.98
2020-03-29,18.68
2020-03-30,22.04
2020-03-31,22.35
2020-04-01,19.9
2020-04-02,21.74
2020-04-03,21.74
2020-04-04,19.29
2020-04-05,19.29
2020-04-06,21.74
2020-04-07,22.66
2020-04-08,22.96
2020-04-09,24.49
2020-04-10,21.74
2020-04-11,18.68
2020-04-12,18.68
2020-04-13,22.35
2020-04-14,23.88
2020-04-15,24.19
2020-04-16,23.27
2020-04-17,24.19
2020-04-18,19.59
2020-04-19,20.21
2020-04-20,22.96
2020-04-21,24.19
2020-04-22,25.1
2020-04-23,25.72
2020-04-24,22.96
2020-04-25,18.68
2020-04-26,21.43
2020-04-27,24.8
2020-04-28,25.41
2020-04-29,24.8
2020-04-30,25.72
2020-05-01,22.66
2020-05-02,19.9
2020-05-03,20.21
2020-05-04,23.88
2020-05-05,23.57
2020-05-06,25.72
2020-05-07,23.57
2020-05-08,23.88
2020-05-09,19.29
2020-05-10,18.98
2020-05-11,24.19
2020-05-12,26.02
2020-05-13,24.19
2020-05-14,22.66
2020-05-15,24.49
2020-05-16,29.39
2020-05-17,23.27
2020-05-18,25.1
2020-05-19,24.49
2020-05-20,25.1
2020-05-21,24.49
2020-05-22,20.51
2020-05-23,19.29
2020-05-24,19.59
2020-05-25,18.98
2020-05-26,22.35
2020-05-27,25.41
2020-05-28,26.02
2020-05-29,23.88
2020-05-30,19.29
2020-05-31,20.82
2020-06-01,27.86
2020-06-02,26.64
2020-06-03,26.33
2020-06-04,26.94
2020-06-05,25.72
2020-06-06,20.21
2020-06-07,21.12
2020-06-08,25.72
2020-06-09,26.94
2020-06-10,26.94
2020-06-11,24.49
2020-06-12,23.88
2020-06-13,21.12
2020-06-14,21.74
2020-06-15,26.02
2020-06-16,26.64
2020-06-17,26.33
2020-06-18,26.02
2020-06-19,23.88
2020-06-20,19.29
2020-06-21,20.51
2020-06-22,25.41
2020-06-23,26.02
2020-06-24,26.94
2020-06-25,26.94
2020-06-26,24.19
2020-06-27,19.9
2020-06-28,20.51
2020-06-29,25.41
2020-06-30,26.02
2020-07-01,24.8
2020-07-02,24.49
2020-07-03,20.51
2020-07-04,18.68
2020-07-05,22.96
2020-07-06,23.88
2020-07-07,26.94
2020-07-08,27.25
2020-07-09,26.33
2020-07-10,24.19
2020-07-11,20.82
2020-07-12,20.82
2020-07-13,23.57
2020-07-14,25.41
2020-07-15,27.25
2020-07-16,25.41
2020-07-17,22.66
2020-07-18,21.74
2020-07-19,21.74
2020-07-20,26.02
2020-07-21,25.41
2020-07-22,26.64
2020-07-23,26.94
2020-07-24,24.8
2020-07-25,20.21
2020-07-26,22.66
2020-07-27,27.55
2020-07-28,26.94
2020-07-29,26.94
2020-07-30,27.25
2020-07-31,25.72
2020-08-01,19.59
2020-08-02,20.21
2020-08-03,26.02
2020-08-04,27.25
2020-08-05,27.25
2020-08-06,25.72
2020-08-07,24.49
2020-08-08,19.59
2020-08-09,20.51
2020-08-10,26.33
2020-08-11,26.64
2020-08-12,25.41
2020-08-13,26.64
2020-08-14,22.96
2020-08-15,20.82
2020-08-16,22.35
2020-08-17,26.64
2020-08-18,30.62
2020-08-19,30.0
2020-08-20,26.64
2020-08-21,24.49
2020-08-22,20.21
2020-08-23,21.12
2020-08-24,27.55
2020-08-25,27.25
2020-08-26,25.1
2020-08-27,26.64
2020-08-28,24.49
2020-08-29,21.43
2020-08-30,20.51
2020-08-31,26.64
2020-09-01,26.64
2020-09-02,27.86
2020-09-03,26.33
2020-09-04,24.19
2020-09-05,22.35
2020-09-06,21.43
2020-09-07,22.35
2020-09-08,25.1
2020-09-09,26.64
2020-09-10,27.86
2020-09-11,26.64
2020-09-12,22.04
2020-09-13,22.66
2020-09-14,26.02
2020-09-15,25.72
2020-09-16,26.94
2020-09-17,28.78
2020-09-18,26.02
2020-09-19,21.74
2020-09-20,22.35
2020-09-21,26.02
2020-09-22,26.02
2020-09-23,28.17
2020-09-24,28.17
2020-09-25,25.72
2020-09-26,21.43
2020-09-27,22.04
2020-09-28,25.1
2020-09-29,29.39
2020-09-30,28.47
2020-10-01,28.17
2020-10-02,25.72
2020-10-03,22.04
2020-10-04,23.57
2020-10-05,30.0
2020-10-06,27.25
2020-10-07,27.55
2020-10-08,27.86
2020-10-09,26.64
2020-10-10,22.66
2020-10-11,22.96
2020-10-12,28.17
2020-10-13,28.47
2020-10-14,28.17
2020-10-15,28.17
2020-10-16,24.49
2020-10-17,23.27
2020-10-18,23.27
2020-10-19,27.25
2020-10-20,30.31
2020-10-21,29.7
2020-10-22,27.55
2020-10-23,26.02
2020-10-24,20.51
2020-10-25,23.57
2020-10-26,26.94
2020-10-27,27.86
2020-10-28,27.55
2020-10-29,29.08
2020-10-30,25.41
2020-10-31,21.43
2020-11-01,21.12
2020-11-02,24.49
2020-11-03,23.57
2020-11-04,14.7
2020-11-05,19.59
2020-11-06,18.68
2020-11-07,18.68
2020-11-08,18.98
2020-11-09,27.86
2020-11-10,25.72
2020-11-11,26.02
2020-11-12,26.33
2020-11-13,25.41
2020-11-14,21.43
2020-11-15,22.66
2020-11-16,26.94
2020-11-17,29.39
2020-11-18,27.25
2020-11-19,28.17
2020-11-20,24.19
2020-11-21,19.59
2020-11-22,20.21
2020-11-23,25.41
2020-11-24,25.1
2020-11-25,21.74
2020-11-26,17.14
2020-11-27,16.53
2020-11-28,18.98
2020-11-29,20.82
2020-11-30,25.1
2020-12-01,25.72
2020-12-02,27.86
2020-12-03,26.02
2020-12-04,22.66
2020-12-05,21.43
2020-12-06,20.82
2020-12-07,26.33
2020-12-08,26.02
2020-12-09,27.55
2020-12-10,27.86
2020-12-11,25.1
2020-12-12,21.43
2020-12-13,19.59
2020-12-14,24.19
2020-12-15,26.02
2020-12-16,23.88
2020-12-17,26.02
2020-12-18,22.66
2020-12-19,18.06
2020-12-20,18.37
2020-12-21,21.74
2020-12-22,21.74
2020-12-23,21.43
2020-12-24,17.45
2020-12-25,12.86
2020-12-26,16.53
2020-12-27,17.16
2020-12-28,21.93
2020-12-29,23.36
2020-12-30,23.83
2020-12-31,21.45
2021-01-01,16.68
2021-01-02,18.11
2021-01-03,20.5
2021-01-04,24.31
2021-01-05,23.83
2021-01-06,21.45
2021-01-07,22.88
2021-01-08,21.93
2021-01-09,18.59
2021-01-10,19.07
2021-01-11,23.36
2021-01-12,25.26
2021-01-13,25.74
2021-01-14,25.26
2021-01-15,23.36
2021-01-16,20.5
2021-01-17,20.5
2021-01-18,21.93
2021-01-19,25.74
2021-01-20,24.31
2021-01-21,25.74
2021-01-22,23.83
2021-01-23,20.97
2021-01-24,20.5
2021-01-25,26.22
2021-01-26,25.74
2021-01-27,29.55
2021-01-28,26.22
2021-01-29,24.79
2021-01-30,22.4
2021-01-31,21.45
2021-02-01,24.79
2021-02-02,27.65
2021-02-03,29.08
2021-02-04,27.65
2021-02-05,26.22
2021-02-06,21.45
2021-02-07,20.97
2021-02-08,25.74
2021-02-09,28.6
2021-02-10,29.55
2021-02-11,27.17
2021-02-12,24.31
2021-02-13,22.4
2021-02-14,20.97
2021-02-15,25.74
2021-02-16,29.08
2021-02-17,27.17
2021-02-18,29.55
2021-02-19,25.26
2021-02-20,25.26
2021-02-21,23.83
2021-02-22,29.08
2021-02-23,30.03
2021-02-24,31.46
2021-02-25,29.55
2021-02-26,25.74
2021-02-27,23.36
2021-02-28,22.4
2021-03-01,28.6
2021-03-02,28.12
2021-03-03,28.12
2021-03-04,27.17
2021-03-05,27.65
2021-03-06,22.4
2021-03-07,22.4
2021-03-08,27.65
2021-03-09,27.65
2021-03-10,28.12
2021-03-11,25.74
2021-03-12,25.74
2021-03-13,20.5
2021-03-14,22.4
2021-03-15,25.26
2021-03-16,26.69
2021-03-17,27.17
2021-03-18,26.69
2021-03-19,29.55
2021-03-20,22.88
2021-03-21,24.79
2021-03-22,29.08
2021-03-23,27.65
2021-03-24,47.67
2021-03-25,31.94
2021-03-26,28.12
2021-03-27,22.88
2021-03-28,23.36
2021-03-29,28.6
2021-03-30,29.08
2021-03-31,28.12
2021-04-01,28.12
2021-04-02,25.26
2021-04-03,21.45
2021-04-04,20.97
2021-04-05,25.74
2021-04-06,30.03
2021-04-07,29.08
2021-04-08,29.08
2021-04-09,27.65
2021-04-10,23.83
2021-04-11,23.83
2021-04-12,30.98
2021-04-13,30.03
2021-04-14,29.55
2021-04-15,29.08
2021-04-16,27.17
2021-04-17,22.4
2021-04-18,24.79
2021-04-19,30.03
2021-04-20,29.08
2021-04-21,31.46
2021-04-22,30.51
2021-04-23,27.65
2021-04-24,22.88
2021-04-25,23.36
2021-04-26,28.6
2021-04-27,30.98
2021-04-28,30.03
2021-04-29,29.55
2021-04-30,25.26
2021-05-01,20.97
2021-05-02,21.93
2021-05-03,28.6
2021-05-04,29.08
2021-05-05,28.12
2021-05-06,29.55
2021-05-07,28.6
2021-05-08,24.31
2021-05-09,22.4
2021-05-10,31.46
2021-05-11,30.03
2021-05-12,28.6
2021-05-13,28.12
2021-05-14,28.12
2021-05-15,22.88
2021-05-16,22.88
2021-05-17,26.22
2021-05-18,29.08
2021-05-19,28.12
2021-05-20,28.12
2021-05-21,28.12
2021-05-22,23.83
2021-05-23,22.88
2021-05-24,26.22
2021-05-25,29.08
2021-05-26,26.82
2021-05-27,27.92
2021-05-28,23.88
2021-05-29,20.94
2021-05-30,21.31
2021-05-31,23.51
2021-06-01,28.29
2021-06-02,28.65
2021-06-03,26.82
2021-06-04,25.35
2021-06-05,21.31
2021-06-06,21.31
2021-06-07,26.08
2021-06-08,27.18
2021-06-09,28.29
2021-06-10,29.75
2021-06-11,27.18
2021-06-12,24.61
2021-06-13,23.51
2021-06-14,29.02
2021-06-15,30.12
2021-06-16,29.39
2021-06-17,28.29
2021-06-18,26.45
2021-06-19,22.78
2021-06-20,22.78
2021-06-21,27.92
2021-06-22,28.65
2021-06-23,28.29
2021-06-24,29.02
2021-06-25,24.98
2021-06-26,23.51
2021-06-27,22.41
2021-06-28,27.55
2021-06-29,27.55
2021-06-30,27.18
2021-07-01,28.29
2021-07-02,24.61
2021-07-03,21.67
2021-07-04,19.84
2021-07-05,24.24
2021-07-06,28.65
2021-07-07,27.92
2021-07-08,29.02
2021-07-09,25.71
2021-07-10,21.67
2021-07-11,22.04
2021-07-12,27.92
2021-07-13,30.12
2021-07-14,30.49
2021-07-15,25.35
2021-07-16,26.08
2021-07-17,21.67
2021-07-18,22.04
2021-07-19,27.92
2021-07-20,28.65
2021-07-21,27.92
2021-07-22,28.65
2021-07-23,25.71
2021-07-24,22.04
2021-07-25,22.41
2021-07-26,26.08
2021-07-27,29.02
2021-07-28,27.92
2021-07-29,28.65
2021-07-30,25.35
2021-07-31,24.24
2021-08-01,23.51
2021-08-02,28.29
2021-08-03,27.18
2021-08-04,29.39
2021-08-05,26.82
2021-08-06,26.08
2021-08-07,22.41
2021-08-08,21.31
2021-08-09,28.29
2021-08-10,29.39
2021-08-11,29.02
2021-08-12,27.18
2021-08-13,24.98
2021-08-14,22.41
2021-08-15,22.41
2021-08-16,26.45
2021-08-17,26.08
2021-08-18,27.92
2021-08-19,27.55
2021-08-20,24.98
2021-08-21,22.04
2021-08-22,20.94
2021-08-23,25.71
2021-08-24,25.35
2021-08-25,28.65
2021-08-26,28.29
2021-08-27,24.61
2021-08-28,22.04
2021-08-29,21.31
2021-08-30,25.35
2021-08-31,28.65
2021-09-01,29.75
2021-09-02,28.29
2021-09-03,24.61
2021-09-04,22.04
2021-09-05,20.2
2021-09-06,24.24
2021-09-07,28.29
2021-09-08,28.65
2021-09-09,30.12
2021-09-10,28.29
2021-09-11,22.04
2021-09-12,22.04
2021-09-13,28.65
2021-09-14,28.65
2021-09-15,29.02
2021-09-16,29.39
2021-09-17,26.82
2021-09-18,22.41
2021-09-19,22.04
2021-09-20,30.86
2021-09-21,32.69
2021-09-22,31.96
2021-09-23,31.22
2021-09-24,26.45
2021-09-25,23.51
2021-09-26,22.41
2021-09-27,29.02
2021-09-28,31.96
2021-09-29,32.33
2021-09-30,30.86
2021-10-01,25.71
2021-10-02,21.67
2021-10-03,22.41
2021-10-04,29.39
2021-10-05,30.49
2021-10-06,36.73
2021-10-07,31.22
2021-10-08,29.75
2021-10-09,23.51
2021-10-10,23.88
2021-10-11,30.12
2021-10-12,33.06
2021-10-13,32.69
2021-10-14,33.43
2021-10-15,29.02
2021-10-16,22.04
2021-10-17,23.88
2021-10-18,33.43
2021-10-19,32.69
2021-10-20,32.69
2021-10-21,32.33
2021-10-22,30.12
2021-10-23,23.68
2021-10-24,24.78
2021-10-25,31.39
2021-10-26,33.04
2021-10-27,32.49
2021-10-28,31.94
2021-10-29,30.29
2021-10-30,23.13
2021-10-31,22.58
2021-11-01,28.64
2021-11-02,31.39
2021-11-03,31.94
2021-11-04,33.59
2021-11-05,29.74
2021-11-06,23.68
2021-11-07,24.23
2021-11-08,29.74
2021-11-09,34.14
2021-11-10,31.39
2021-11-11,30.84
2021-11-12,29.19
2021-11-13,23.68
2021-11-14,26.43
2021-11-15,31.39
2021-11-16,34.69
2021-11-17,34.69
2021-11-18,33.04
2021-11-19,27.53
2021-11-20,22.58
2021-11-21,24.78
2021-11-22,28.64
2021-11-23,30.84
2021-11-24,25.88
2021-11-25,18.72
2021-11-26,20.38
2021-11-27,22.03
2021-11-28,22.58
2021-11-29,29.74
2021-11-30,29.19
2021-12-01,30.84
2021-12-02,31.94
2021-12-03,30.29
2021-12-04,22.58
2021-12-05,25.33
2021-12-06,30.29
2021-12-07,30.84
2021-12-08,33.59
2021-12-09,31.94
2021-12-10,28.64
2021-12-11,22.03
2021-12-12,22.58
2021-12-13,31.39
2021-12-14,30.84
2021-12-15,30.84
2021-12-16,29.74
2021-12-17,29.19
2021-12-18,22.03
2021-12-19,22.03
2021-12-20,26.43
2021-12-21,26.43
2021-12-22,24.78
2021-12-23,22.03
2021-12-24,19.82
2021-12-25,16.52
2021-12-26,18.72
2021-12-27,24.78
2021-12-28,26.98
2021-12-29,25.88
2021-12-30,25.33
2021-12-31,20.38
2022-01-01,19.82
2022-01-02,24.78
2022-01-03,31.39
2022-01-04,35.79
2022-01-05,31.39
2022-01-06,26.98
2022-01-07,30.29
2022-01-08,26.43
2022-01-09,26.98
2022-01-10,30.84
2022-01-11,31.94
2022-01-12,32.49
2022-01-13,38.55
2022-01-14,25.88
2022-01-15,25.88
2022-01-16,20.38
2022-01-17,25.33
2022-01-18,29.74
2022-01-19,31.39
2022-01-20,31.94
2022-01-21,31.94
2022-01-22,27.53
2022-01-23,25.33
2022-01-24,31.94
2022-01-25,34.14
2022-01-26,31.94
2022-01-27,34.14
2022-01-28,32.49
2022-01-29,26.98
2022-01-30,28.64
2022-01-31,33.59
2022-02-01,36.9
2022-02-02,35.79
2022-02-03,35.79
2022-02-04,34.14
2022-02-05,28.08
2022-02-06,28.08
2022-02-07,35.24
2022-02-08,40.2
2022-02-09,38.0
2022-02-10,52.31
2022-02-11,54.52
2022-02-12,55.07
2022-02-13,29.19
2022-02-14,33.04
2022-02-15,38.55
2022-02-16,41.3
2022-02-17,39.1
2022-02-18,37.45
2022-02-19,30.29
2022-02-20,30.29
2022-02-21,35.79
2022-02-22,41.3
2022-02-23,38.0
2022-02-24,37.45
2022-02-25,35.24
2022-02-26,30.29
2022-02-27,31.39
2022-02-28,37.45
2022-03-01,37.45
2022-03-02,38.0
2022-03-03,38.55
2022-03-04,34.69
2022-03-05,28.64
2022-03-06,29.74
2022-03-07,38.55
2022-03-08,36.9
2022-03-09,39.1
2022-03-10,38.55
2022-03-11,35.79
2022-03-12,27.53
2022-03-13,28.08
2022-03-14,36.34
2022-03-15,38.55
2022-03-16,38.0
2022-03-17,36.34
2022-03-18,34.14
2022-03-19,26.98
2022-03-20,29.19
2022-03-21,39.65
2022-03-22,38.44
2022-03-23,38.44
2022-03-24,39.1
2022-03-25,35.79
2022-03-26,29.16
2022-03-27,29.82
2022-03-28,36.45
2022-03-29,37.77
2022-03-30,40.42
2022-03-31,39.76
2022-04-01,36.45
2022-04-02,29.82
2022-04-03,30.48
2022-04-04,39.1
2022-04-05,38.44
2022-04-06,39.76
2022-04-07,37.77
2022-04-08,35.12
2022-04-09,30.48
2022-04-10,31.81
2022-04-11,35.12
2022-04-12,37.11
2022-04-13,37.77
2022-04-14,39.1
2022-04-15,36.45
2022-04-16,30.48
2022-04-17,29.82
2022-04-18,41.09
2022-04-19,41.75
2022-04-20,37.77
2022-04-21,39.76
2022-04-22,36.45
2022-04-23,32.47
2022-04-24,33.8
2022-04-25,38.44
2022-04-26,40.42
2022-04-27,39.76
2022-04-28,39.1
2022-04-29,35.79
2022-04-30,30.48
2022-05-01,30.48
2022-05-02,37.77
2022-05-03,37.11
2022-05-04,38.44
2022-05-05,36.45
2022-05-06,33.14
2022-05-07,29.16
2022-05-08,28.5
2022-05-09,35.79
2022-05-10,38.44
2022-05-11,39.1
2022-05-12,37.11
2022-05-13,33.14
2022-05-14,27.83
2022-05-15,29.16
2022-05-16,33.8
2022-05-17,37.11
2022-05-18,36.45
2022-05-19,35.79
2022-05-20,31.81
2022-05-21,27.17
2022-05-22,26.51
2022-05-23,33.14
2022-05-24,35.12
2022-05-25,38.44
2022-05-26,37.77
2022-05-27,30.48
2022-05-28,26.51
2022-05-29,25.18
2022-05-30,29.82
2022-05-31,33.8
2022-06-01,35.12
2022-06-02,34.46
2022-06-03,32.47
2022-06-04,25.85
2022-06-05,29.16
2022-06-06,34.46
2022-06-07,35.79
2022-06-08,35.79
2022-06-09,33.8
2022-06-10,31.81
2022-06-11,26.51
2022-06-12,28.5
2022-06-13,33.8
2022-06-14,35.12
2022-06-15,40.42
2022-06-16,34.46
2022-06-17,32.47
2022-06-18,32.47
2022-06-19,29.16
2022-06-20,35.79
2022-06-21,36.45
2022-06-22,36.45
2022-06-23,36.45
2022-06-24,31.81
2022-06-25,27.83
2022-06-26,30.48
2022-06-27,39.1
2022-06-28,65.61
2022-06-29,66.27
2022-06-30,45.73
2022-07-01,35.12
2022-07-02,28.5
2022-07-03,30.48
2022-07-04,29.82
2022-07-05,35.12
2022-07-06,36.45
2022-07-07,37.11
2022-07-08,35.79
2022-07-09,29.82
2022-07-10,31.15
2022-07-11,36.45
2022-07-12,34.46
2022-07-13,37.11
2022-07-14,35.79
2022-07-15,35.12
2022-07-16,35.12
2022-07-17,30.48
2022-07-18,36.45
2022-07-19,37.77
2022-07-20,38.44
2022-07-21,36.45
2022-07-22,31.81
2022-07-23,29.16
2022-07-24,29.82
2022-07-25,37.77
2022-07-26,35.79
2022-07-27,37.11
2022-07-28,35.79
2022-07-29,33.14
2022-07-30,26.51
2022-07-31,28.5
2022-08-01,34.46
2022-08-02,35.12
2022-08-03,35.79
2022-08-04,35.12
2022-08-05,34.46
2022-08-06,28.5
2022-08-07,30.48
2022-08-08,33.14
2022-08-09,39.1
2022-08-10,38.44
2022-08-11,37.11
2022-08-12,33.8
2022-08-13,29.16
2022-08-14,29.16
2022-08-15,33.8
2022-08-16,35.79
2022-08-17,35.79
2022-08-18,37.11
2022-08-19,35.0
2022-08-20,27.0
2022-08-21,30.0
2022-08-22,35.0
2022-08-23,35.0
2022-08-24,36.0
2022-08-25,38.0
2022-08-26,33.0
2022-08-27,30.0
2022-08-28,31.0
2022-08-29,36.0
2022-08-30,36.0
2022-08-31,35.0
2022-09-01,38.0
2022-09-02,41.0
2022-09-03,30.0
2022-09-04,31.0
2022-09-05,30.0
2022-09-06,38.0
2022-09-07,38.0
2022-09-08,35.0
2022-09-09,33.0
2022-09-10,28.0
2022-09-11,28.0
2022-09-12,36.0
2022-09-13,38.0
2022-09-14,39.0
2022-09-15,41.0
2022-09-16,36.0
2022-09-17,32.0
2022-09-18,30.0
2022-09-19,40.0
2022-09-20,40.0
2022-09-21,40.0
2022-09-22,39.0
2022-09-23,34.0
2022-09-24,29.0
2022-09-25,30.0
2022-09-26,38.0
2022-09-27,40.0
2022-09-28,40.0
2022-09-29,39.0
2022-09-30,62.0
2022-10-01,30.0
2022-10-02,33.0
2022-10-03,40.0
2022-10-04,39.0
2022-10-05,41.0
2022-10-06,41.0
2022-10-07,38.0
2022-10-08,31.0
2022-10-09,30.0
2022-10-10,39.0
2022-10-11,41.0
2022-10-12,41.0
2022-10-13,39.0
2022-10-14,37.0
2022-10-15,29.0
2022-10-16,30.0
2022-10-17,38.0
2022-10-18,39.0
2022-10-19,40.0
2022-10-20,40.0
2022-10-21,36.0
2022-10-22,29.0
2022-10-23,30.0
2022-10-24,38.0
2022-10-25,40.0
2022-10-26,41.0
2022-10-27,40.0
2022-10-28,36.0
2022-10-29,30.0
2022-10-30,32.0
2022-10-31,39.0
2022-11-01,39.0
2022-11-02,41.0
2022-11-03,41.0
2022-11-04,38.0
2022-11-05,30.0
2022-11-06,29.0
2022-11-07,39.0
2022-11-08,38.0
2022-11-09,35.0
2022-11-10,37.0
2022-11-11,34.0
2022-11-12,29.0
2022-11-13,31.0
2022-11-14,38.0
2022-11-15,38.0
2022-11-16,40.0
2022-11-17,39.0
2022-11-18,34.0
2022-11-19,29.0
2022-11-20,28.0
2022-11-21,37.0
2022-11-22,35.0
2022-11-23,32.0
2022-11-24,24.0
2022-11-25,23.0
2022-11-26,25.0
2022-11-27,29.0
2022-11-28,35.0
2022-11-29,38.0
2022-11-30,37.0
2022-12-01,38.0
2022-12-02,35.0
2022-12-03,27.0
2022-12-04,29.0
2022-12-05,38.0
2022-12-06,40.0
2022-12-07,39.0
2022-12-08,39.0
2022-12-09,37.0
2022-12-10,30.0
2022-12-11,30.0
2022-12-12,37.0
2022-12-13,38.0
2022-12-14,37.0
